pid,category,korean,english_common,scientific
P1027,관엽 Foliage,피쿠스 트라이앵글,Triangle Fig,Ficus triangularis
P1028,관엽 Foliage,피쿠스 펫돌,Petiolaris Fig,Ficus petiolaris
P1029,관엽 Foliage,아라우카리아,Norfolk Island Pine,Araucaria heterophylla
P1030,관엽 Foliage,디스키디아,Million Hearts,Dischidia ruscifolia
P1031,관엽 Foliage,솔레이롤리아,Baby Tears,Soleirolia soleirolii
P1032,관엽 Foliage,필레아 문밸리,Moon Valley Pilea,Pilea mollis
P1033,관엽 Foliage,필레아 아루미니아타,Aluminum Plant,Pilea cadierei
P1034,관엽 Foliage,무늬접란,Spider Plant,Chlorophytum comosum Variegatum
P1035,관엽 Foliage,클로로피텀 봉니,Bonnie Spider Plant,Chlorophytum comosum Bonnie
P1036,관엽 Foliage,옥살리스 트리앙굴라리스,Purple Shamrock,Oxalis triangularis
P1037,관엽 Foliage,자바후추,Java Pepper,Piper crocatum
P1038,관엽 Foliage,레드루브라,Fittonia Ruby,Fittonia Ruby Red
P1039,관엽 Foliage,자미오쿨카스 레이븐,Raven ZZ,Zamioculcas zamiifolia Raven
P1040,관엽 Foliage,무늬고무나무,Variegated Rubber Tree,Ficus elastica Ruby
P1041,꽃 Flowering,칼리브라코아,Million Bells,Calibrachoa hybrida
P1042,꽃 Flowering,뉴기니아임파첸스,New Guinea Impatiens,Impatiens hawkeri
P1043,꽃 Flowering,노랑코스모스,Yellow Cosmos,Cosmos sulphureus
P1044,꽃 Flowering,프리뮬러 말라코이데스,Fairy Primrose,Primula malacoides
P1045,꽃 Flowering,스위트피,Sweet Pea,Lathyrus odoratus
P1046,꽃 Flowering,꽃담배,Flowering Tobacco,Nicotiana alata
P1047,꽃 Flowering,가일라르디아,Blanket Flower,Gaillardia aristata
P1048,꽃 Flowering,코레옵시스,Tickseed,Coreopsis grandiflora
P1049,꽃 Flowering,샤스타데이지,Shasta Daisy,Leucanthemum superbum
P1050,꽃 Flowering,브라키코메,Swan River Daisy,Brachyscome iberidifolia
P1051,꽃 Flowering,블루살비아,Blue Salvia,Salvia farinacea
P1052,꽃 Flowering,멕시칸세이지,Mexican Bush Sage,Salvia leucantha
P1053,꽃 Flowering,니겔라,Love-in-a-Mist,Nigella damascena
P1054,꽃 Flowering,접시꽃,Hollyhock,Alcea rosea
P1055,꽃 Flowering,숙근안개,Perennial Baby's Breath,Gypsophila elegans
P1056,꽃 Flowering,촛불맨드라미,Plume Celosia,Celosia argentea plumosa
P1057,꽃 Flowering,색비름,Joseph's Coat,Amaranthus tricolor
P1058,꽃 Flowering,봉선화,Garden Balsam,Impatiens balsamina
P1059,꽃 Flowering,분꽃,Four O'Clock,Mirabilis jalapa
P1060,꽃 Flowering,꽃기생초,Plains Coreopsis,Coreopsis tinctoria
P1061,꽃 Flowering,스타티스,Statice,Limonium sinuatum
P1062,꽃 Flowering,맥문동꽃,Lilyturf Flower,Liriope muscari Flower
P1063,꽃 Flowering,꼬리풀,Speedwell,Veronica spicata
P1064,꽃 Flowering,숙근샐비어,Woodland Sage,Salvia nemorosa
P1065,꽃 Flowering,아가스타체,Anise Hyssop,Agastache foeniculum
P1066,꽃 Flowering,리시마키아,Yellow Loosestrife,Lysimachia punctata
P1067,꽃 Flowering,가우라,Whirling Butterflies,Oenothera lindheimeri
P1068,꽃 Flowering,낮달맞이꽃,Pink Evening Primrose,Oenothera speciosa
P1069,꽃 Flowering,루드베키아 골드스텀,Goldsturm,Rudbeckia fulgida Goldsturm
P1070,꽃 Flowering,제비붓꽃,Rabbit-ear Iris,Iris laevigata
P1071,꽃 Flowering,수염패랭이,Sweet William,Dianthus barbatus
P1072,꽃 Flowering,비누풀,Soapwort,Saponaria officinalis
P1073,꽃 Flowering,루나리아,Honesty,Lunaria annua
P1074,꽃 Flowering,꽃토끼풀,Crimson Clover,Trifolium incarnatum
P1075,꽃 Flowering,꽃잔디무리,Creeping Phlox,Phlox stolonifera
P1076,꽃 Flowering,펜스테몬,Beardtongue,Penstemon barbatus
P1077,꽃 Flowering,기생초,Garden Tickseed,Coreopsis verticillata
P1078,꽃 Flowering,해국,Seashore Aster,Aster spathulifolius
P1079,꽃 Flowering,브로왈리아,Bush Violet,Browallia speciosa
P1080,꽃 Flowering,꽃기린무늬,Thai Crown of Thorns,Euphorbia milii Thai
P1081,꽃 Flowering,꽃베고니아 드래곤윙,Dragon Wing Begonia,Begonia Dragon Wing
P1082,꽃 Flowering,앙겔로니아,Summer Snapdragon,Angelonia angustifolia
P1083,꽃 Flowering,수퍼벨스,Superbells,Calibrachoa Superbells
P1084,꽃 Flowering,꽃토끼,Bunny Ears Cyclamen,Cyclamen persicum Victoria
P1085,꽃 Flowering,꽃부추,Chinese Chive Flower,Allium tuberosum
P1086,다육 Succulent,에케베리아 라울,Echeveria Raul,Echeveria Raul
P1087,다육 Succulent,에케베리아 로라,Echeveria Lola,Echeveria Lola
P1088,다육 Succulent,에케베리아 데렌베르기,Painted Lady,Echeveria derenbergii
P1089,다육 Succulent,에케베리아 셋창,Setosa Deminuta,Echeveria setosa
P1090,다육 Succulent,그랍토베리아,Graptoveria,Graptoveria Fred Ives
P1091,다육 Succulent,세덤 누스바우머,Coppertone Stonecrop,Sedum nussbaumerianum
P1092,다육 Succulent,세덤 다시필룸,Corsican Stonecrop,Sedum dasyphyllum
P1093,다육 Succulent,크라술라 후회,Propeller Plant,Crassula falcata
P1094,다육 Succulent,칼랑코에 톱시터비,Paddle Plant,Kalanchoe luciae
P1095,다육 Succulent,칼랑코에 밀레포도,Millot Kalanchoe,Kalanchoe millotii
P1096,다육 Succulent,하월시아 옵투사,Cushion Aloe,Haworthia cooperi
P1097,다육 Succulent,하월시아 레투사,Star Window Plant,Haworthia retusa
P1098,다육 Succulent,하월시아 리미폴리아,Fairy Washboard,Haworthia limifolia
P1099,다육 Succulent,하월시아 트룬카타,Haworthia Truncata,Haworthia truncata
P1100,다육 Succulent,알로에 주브레,Tiger Tooth Aloe,Aloe juvenna
P1101,다육 Succulent,알로에 폴리필라,Spiral Aloe,Aloe polyphylla
P1102,다육 Succulent,세네시오 돌고래,String of Dolphins,Curio Hippogriff
P1103,다육 Succulent,세네시오 립스틱,Vertical Leaf Senecio,Senecio crassissimus
P1104,다육 Succulent,프리티아,Ice Plant,Frithia pulchra
P1105,다육 Succulent,아데니움,Desert Rose,Adenium obesum
P1106,다육 Succulent,파키포디움,Madagascar Palm,Pachypodium lamerei
P1107,다육 Succulent,유포르비아 오벳사,Baseball Plant,Euphorbia obesa
P1108,다육 Succulent,유포르비아 티루칼리,Firesticks,Euphorbia tirucalli
P1109,다육 Succulent,페락토리아,Karoo Rose,Lapidaria margaretae
P1110,다육 Succulent,오르베아,Starfish Flower,Orbea variegata
P1111,다육 Succulent,모나델리움,Monadenium,Euphorbia neriifolia
P1112,다육 Succulent,아가베 파리,Butterfly Agave,Agave potatorum
P1113,다육 Succulent,두들레야,Chalk Dudleya,Dudleya brittonii
P1114,다육 Succulent,세덤 마트로나,Matrona Sedum,Hylotelephium Matrona
P1115,다육 Succulent,트리코디아데마,Mini Desert Rose,Trichodiadema densum
P1116,선인장 Cactus,난봉옥,Astrophytum Ornatum,Astrophytum ornatum
P1117,선인장 Cactus,마밀라리아 하니아나,Old Lady Cactus,Mammillaria hahniana
P1118,선인장 Cactus,마밀라리아 그라실리스,Thimble Cactus,Mammillaria gracilis
P1119,선인장 Cactus,레부티아,Crown Cactus,Rebutia minuscula
P1120,선인장 Cactus,에키놉시스,Sea Urchin Cactus,Echinopsis oxygona
P1121,선인장 Cactus,에키놉시스 하마투스,Torch Cactus,Echinopsis huascha
P1122,선인장 Cactus,용신목,Blue Torch,Pilosocereus pachycladus
P1123,선인장 Cactus,백운금,Old Man Cactus,Cephalocereus senilis
P1124,선인장 Cactus,에스포스토아,Peruvian Old Man,Espostoa lanata
P1125,선인장 Cactus,디스코칵투스,Disco Cactus,Discocactus horstii
P1126,선인장 Cactus,멜로칵투스,Turk's Cap Cactus,Melocactus matanzanus
P1127,선인장 Cactus,백단,Peanut Cactus,Echinopsis chamaecereus Lutea
P1128,선인장 Cactus,마밀라리아 플룸,Feather Cactus,Mammillaria plumosa
P1129,선인장 Cactus,레피스미움 크루시포르메,Rhipsalis Cruciform,Lepismium cruciforme
P1130,선인장 Cactus,오레오케레우스,Old Man of the Andes,Oreocereus celsianus
P1131,선인장 Cactus,위스노칵투스,Whisker Cactus,Weberocereus tunilla
P1132,난초 Orchid,팔레놉시스 미니,Mini Moth Orchid,Phalaenopsis Little Gem
P1133,난초 Orchid,팔레놉시스 스키렐리아나,Fragrant Phalaenopsis,Phalaenopsis schilleriana
P1134,난초 Orchid,덴드로비움 팔레놉시스,Phalaenopsis-type Dendrobium,Dendrobium phalaenopsis
P1135,난초 Orchid,덴드로비움 킹기아눔,Pink Rock Orchid,Dendrobium kingianum
P1136,난초 Orchid,온시디움 트윙클,Twinkle Orchid,Oncidium Twinkle
P1137,난초 Orchid,카틀레야 미니,Mini Cattleya,Cattleya walkeriana
P1138,난초 Orchid,프라그미페디움,Phragmipedium,Phragmipedium besseae
P1139,난초 Orchid,젤라토,Zygopetalum,Zygopetalum maculatum
P1140,난초 Orchid,막실라리아,Coconut Orchid,Maxillaria tenuifolia
P1141,난초 Orchid,브라시아,Spider Orchid,Brassia verrucosa
P1142,난초 Orchid,덴드로키럼,Necklace Orchid,Dendrochilum cobbianum
P1143,난초 Orchid,불보필룸,Bulbophyllum,Bulbophyllum lobbii
P1144,난초 Orchid,마스데발리아,Kite Orchid,Masdevallia coccinea
P1145,난초 Orchid,에피덴드럼,Crucifix Orchid,Epidendrum radicans
P1146,난초 Orchid,리카스테,Lycaste,Lycaste aromatica
P1147,난초 Orchid,콜만니아,Coelogyne,Coelogyne cristata
P1148,난초 Orchid,마코데스,Jewel Orchid Macodes,Macodes petola
P1149,조경수 Tree,꽃산딸나무,Flowering Dogwood,Cornus florida
P1150,조경수 Tree,마가목,Mountain Ash,Sorbus commixta
P1151,조경수 Tree,팥배나무,Korean Mountain Ash,Aria alnifolia
P1152,조경수 Tree,수양벚나무,Weeping Cherry,Prunus pendula
P1153,조경수 Tree,산벚나무,Sargent Cherry,Prunus sargentii
P1154,조경수 Tree,모감주나무,Golden Rain Tree,Koelreuteria paniculata
P1155,조경수 Tree,산사나무,Hawthorn,Crataegus pinnatifida
P1156,조경수 Tree,은단풍,Silver Maple,Acer saccharinum
P1157,조경수 Tree,가죽나무,Tree of Heaven,Ailanthus altissima
P1158,조경수 Tree,들메나무,Manchurian Ash,Fraxinus mandshurica
P1159,조경수 Tree,은사시나무,Korean Aspen,Populus tomentiglandulosa
P1160,조경수 Tree,황금사시,Golden Poplar,Populus alba Pyramidalis
P1161,조경수 Tree,박달나무,Korean Birch,Betula schmidtii
P1162,조경수 Tree,굴참나무,Oriental Cork Oak,Quercus variabilis
P1163,조경수 Tree,신갈나무,Mongolian Oak,Quercus mongolica
P1164,조경수 Tree,붉가시나무,Red-bark Oak,Quercus acuta
P1165,조경수 Tree,구실잣밤나무,Chinquapin,Castanopsis sieboldii
P1166,관목 Shrub,산철쭉,Korean Azalea,Rhododendron yedoense
P1167,관목 Shrub,떡갈잎수국,Oakleaf Hydrangea,Hydrangea quercifolia
P1168,관목 Shrub,산개나리,Weeping Forsythia,Forsythia suspensa
P1169,관목 Shrub,죽단화,Double Kerria,Kerria japonica Pleniflora
P1170,관목 Shrub,풀명자,Japanese Quince,Chaenomeles japonica
P1171,관목 Shrub,말발도리,Deutzia,Deutzia parviflora
P1172,관목 Shrub,팥꽃나무,Lilac Daphne,Daphne genkwa
P1173,관목 Shrub,서향,Winter Daphne,Daphne odora
P1174,관목 Shrub,백서향,Korean Daphne,Daphne kiusiana
P1175,관목 Shrub,꽃석류,Dwarf Pomegranate,Punica granatum Nana
P1176,관목 Shrub,공조팝나무,Reeves Spiraea,Spiraea cantoniensis
P1177,관목 Shrub,말오줌때,Bladdernut,Euscaphis japonica
P1178,관목 Shrub,뜰보리수,Cherry Elaeagnus,Elaeagnus multiflora
P1179,관목 Shrub,박태기나무,Chinese Redbud,Cercis chinensis
P1180,관목 Shrub,순비기나무,Beach Vitex,Vitex rotundifolia
P1181,관목 Shrub,좀꽝꽝,Dwarf Japanese Holly,Ilex crenata Convexa
P1182,관목 Shrub,황금측백,Golden Arborvitae Shrub,Thuja occidentalis Golden Globe
P1183,관목 Shrub,마취목,Japanese Andromeda,Pieris japonica
P1184,관목 Shrub,길마가지나무,Early Honeysuckle,Lonicera harae
P1185,관목 Shrub,좀목형,Chaste Tree,Vitex negundo
P1186,관목 Shrub,순비기,Simpleleaf Chastetree,Vitex trifolia
P1187,침엽수 Conifer,종비나무,Korean Spruce,Picea koraiensis
P1188,침엽수 Conifer,레바논시더,Cedar of Lebanon,Cedrus libani
P1189,침엽수 Conifer,방울솔,Bishop Pine,Pinus muricata
P1190,침엽수 Conifer,실화백,Threadleaf Cypress,Chamaecyparis pisifera Filifera
P1191,침엽수 Conifer,황금편백,Golden Hinoki Cypress,Chamaecyparis obtusa Nana Aurea
P1192,침엽수 Conifer,눈주목,Spreading Yew,Taxus cuspidata Nana
P1193,자생초 Native,꿩의다리,Meadow Rue,Thalictrum aquilegiifolium
P1194,자생초 Native,노루오줌,Chinese Astilbe,Astilbe rubra
P1195,자생초 Native,바람꽃,Anemone,Anemone narcissiflora
P1196,자생초 Native,꿩의바람꽃,Wood Anemone,Anemone raddeana
P1197,자생초 Native,변산바람꽃,Byeonsan Winter Aconite,Eranthis byunsanensis
P1198,자생초 Native,현호색,Corydalis,Corydalis remota
P1199,자생초 Native,족도리풀,Wild Ginger,Asarum sieboldii
P1200,자생초 Native,앵초꽃,Siebold Primrose,Primula jesoana
P1201,자생초 Native,애기똥풀,Greater Celandine,Chelidonium majus
P1202,자생초 Native,노랑제비꽃,Yellow Violet,Viola orientalis
P1203,자생초 Native,광대나물,Henbit,Lamium amplexicaule
P1204,자생초 Native,꿀풀,Self-heal,Prunella vulgaris
P1205,자생초 Native,익모초,Motherwort,Leonurus japonicus
P1206,자생초 Native,우산나물,Umbrella Plant,Syneilesis palmata
P1207,자생초 Native,머위,Butterbur,Petasites japonicus
P1208,자생초 Native,금불초,Japanese Elecampane,Inula japonica
P1209,자생초 Native,뚝갈,White Patrinia,Patrinia villosa
P1210,자생초 Native,돌단풍,Aceriphyllum,Mukdenia rossii
P1211,자생초 Native,범의귀,Fortune Saxifrage,Saxifraga fortunei
P1212,자생초 Native,동자꽃무리,Superb Pink,Silene cognata
P1213,자생초 Native,제비동자꽃,Fringed Campion,Lychnis wilfordii
P1214,자생초 Native,동강할미꽃,Donggang Pasque Flower,Pulsatilla tongkangensis
P1215,자생초 Native,일월비비추,Ilwol Hosta,Hosta capitata
P1216,자생초 Native,용둥굴레,Whorled Solomon's Seal,Polygonatum inflatum
P1217,자생초 Native,윤판나물,Yellow Fairy Bells,Disporum uniflorum
P1218,허브 Herb,초콜릿민트,Chocolate Mint,Mentha piperita Chocolate
P1219,허브 Herb,오데코롱민트,Eau de Cologne Mint,Mentha citrata
P1220,허브 Herb,시트로넬라,Citronella Grass,Cymbopogon nardus
P1221,허브 Herb,크리핑타임,Creeping Thyme,Thymus serpyllum
P1222,허브 Herb,마시멜로우,Marshmallow,Althaea officinalis
P1223,허브 Herb,세인트존스워트,St. John's Wort,Hypericum perforatum
P1224,허브 Herb,우슬초,Common Hyssop,Hyssopus officinalis Herb
P1225,허브 Herb,레몬제라늄,Lemon Geranium,Pelargonium crispum
P1226,허브 Herb,타이바질,Thai Basil,Ocimum basilicum Thai
P1227,허브 Herb,시나몬바질,Cinnamon Basil,Ocimum basilicum Cinnamon
P1228,허브 Herb,홀리바질,Holy Basil,Ocimum tenuiflorum
P1229,허브 Herb,커먼세이지,Garden Sage,Salvia officinalis Garden
P1230,허브 Herb,골든세이지,Golden Sage,Salvia officinalis Icterina
P1231,허브 Herb,윈터민트,Corsican Mint,Mentha requienii
P1232,허브 Herb,진저민트,Ginger Mint,Mentha gracilis
P1233,장미 Rose,생열귀나무,Prickly Rose,Rosa davurica
P1234,장미 Rose,인가목,Amur Rose,Rosa acicularis
P1235,장미 Rose,붉은인가목,Marret Rose,Rosa marretii
P1236,장미 Rose,노랑해당화,Yellow Rugosa,Rosa xanthina
P1237,장미 Rose,꽃장미 아이스버그,Iceberg Rose,Rosa Iceberg
P1238,장미 Rose,꽃장미 피스,Peace Rose,Rosa Peace
P1239,장미 Rose,꽃장미 그린슬리브스,Green Rose,Rosa chinensis Viridiflora
P1240,장미 Rose,앤티크로즈,Damask Rose,Rosa damascena
P1241,장미 Rose,알바로즈,White Rose of York,Rosa alba
P1242,장미 Rose,센티폴리아,Cabbage Rose,Rosa centifolia
P1243,장미 Rose,티로즈,Tea Rose,Rosa odorata
P1244,장미 Rose,스탠다드로즈,Standard Rose,Rosa Standard
P1245,장미 Rose,잉글리시로즈,English Rose,Rosa Austin
P1246,장미 Rose,줄리엣로즈,Juliet Rose,Rosa Juliet
P1247,장미 Rose,레이디뱅크스,Lady Banks Rose,Rosa banksiae
P1248,장미 Rose,모스로즈,Moss Rose,Rosa muscosa
P1249,장미 Rose,황금장미,Father Hugo Rose,Rosa hugonis
P1250,장미 Rose,용가시나무,Maximowicz Rose,Rosa maximowicziana
P1251,장미 Rose,제주찔레,Jeju Rose,Rosa Jeju
P1252,장미 Rose,꽃장미 블루문,Blue Moon Rose,Rosa Blue Moon
P1253,장미 Rose,꽃장미 잉그리드버그만,Ingrid Bergman,Rosa Ingrid Bergman
P1254,장미 Rose,꽃장미 더블딜라이트,Double Delight,Rosa Double Delight
P1255,장미 Rose,꽃장미 놋라리,Knock Out Rose,Rosa Knock Out
P1256,장미 Rose,꽃장미 그라함토마스,Graham Thomas,Rosa Graham Thomas
P1257,장미 Rose,꽃장미 문스톤,Moonstone Rose,Rosa Moonstone
P1258,장미 Rose,꽃장미 파스칼리,Pascali Rose,Rosa Pascali
P1259,장미 Rose,꽃장미 미스터링컨,Mister Lincoln,Rosa Mister Lincoln
P1260,장미 Rose,꽃장미 퀸엘리자베스,Queen Elizabeth Rose,Rosa Queen Elizabeth
P1261,장미 Rose,꽃장미 신데렐라,Cinderella Rose,Rosa Cinderella
P1262,장미 Rose,꽃장미 에덴,Eden Rose,Rosa Eden
P1263,장미 Rose,꽃장미 파파메이앙,Papa Meilland,Rosa Papa Meilland
P1264,장미 Rose,꽃장미 애브라함다비,Abraham Darby,Rosa Abraham Darby
P1265,구근 Bulb,칸나,Canna Lily,Canna indica
P1266,구근 Bulb,백합 카사블랑카,Casa Blanca Lily,Lilium Casa Blanca
P1267,구근 Bulb,섬말나리,Ulleungdo Lily,Lilium hansonii
P1268,구근 Bulb,솔나리,Pink Tiger Lily,Lilium cernuum
P1269,구근 Bulb,골든벨원추리,Golden Daylily,Hemerocallis Stella de Oro
P1270,구근 Bulb,시클라멘 헤데리폴리움,Ivy-leaved Cyclamen,Cyclamen hederifolium
P1271,그라스 Grass,리틀블루스템,Little Bluestem,Schizachyrium scoparium
P1272,그라스 Grass,무늬억새,Variegated Silver Grass,Miscanthus sinensis Variegatus
P1273,그라스 Grass,코리안페더리드그라스,Korean Feather Reed,Calamagrostis brachytricha
P1274,그라스 Grass,무늬제비꼬리,Golden Hakone Grass,Hakonechloa macra Aureola
P1275,그라스 Grass,기름사초,Palm Sedge,Carex muskingumensis
P1276,그라스 Grass,기장,Broomcorn Millet,Panicum miliaceum
P1277,그라스 Grass,강아지풀,Green Foxtail,Setaria viridis
P1278,지피 Groundcover,흑룡,Black Mondo Grass,Ophiopogon planiscapus Nigrescens
P1279,지피 Groundcover,무늬아주가,Variegated Bugleweed,Ajuga reptans Variegata
P1280,지피 Groundcover,리시마키아 누물라리아,Creeping Jenny,Lysimachia nummularia
P1281,지피 Groundcover,황금리시마키아,Golden Creeping Jenny,Lysimachia nummularia Aurea
P1282,지피 Groundcover,세덤 안젤리나,Angelina Stonecrop,Sedum rupestre Angelina
P1283,지피 Groundcover,세덤 드래곤스블러드,Dragon's Blood Sedum,Sedum spurium
P1284,지피 Groundcover,우단동자,Rose Campion,Silene coronaria
P1285,지피 Groundcover,섬기린초,Takesima Stonecrop,Phedimus takesimensis
P1286,지피 Groundcover,버바스쿰,Mullein,Verbascum thapsus
P1287,지피 Groundcover,무늬빈카,Variegated Periwinkle,Vinca major Variegata
P1288,지피 Groundcover,빈카 마이너,Lesser Periwinkle,Vinca minor
P1289,지피 Groundcover,리시마키아 파이어크래커,Firecracker Loosestrife,Lysimachia ciliata
P1290,지피 Groundcover,셀라기넬라 지피,Trailing Spikemoss,Selaginella uncinata
P1291,지피 Groundcover,델로스페르마 지피,Trailing Ice Plant,Delosperma nubigenum
P1292,수생 Aquatic,열대수련,Tropical Water Lily,Nymphaea capensis
P1293,수생 Aquatic,각시수련,Pygmy Water Lily,Nymphaea tetragona
P1294,수생 Aquatic,마름,Water Chestnut,Trapa japonica
P1295,수생 Aquatic,생이가래,Water Spangles,Salvinia natans
P1296,수생 Aquatic,물칸나,Water Canna,Thalia dealbata
P1297,수생 Aquatic,꽃창포수생,Water Iris,Iris ensata Aquatic
P1298,수생 Aquatic,벗풀,Threeleaf Arrowhead,Sagittaria trifolia
P1299,양치 Fern,프테리스 무늬,Silver Ribbon Fern,Pteris ensiformis
P1300,양치 Fern,공작고사리,Northern Maidenhair,Adiantum pedatum
P1301,양치 Fern,도깨비고비,Japanese Holly Fern,Cyrtomium falcatum
P1302,양치 Fern,오색고사리,Autumn Fern,Dryopteris erythrosora
P1303,양치 Fern,일본물고사리,Japanese Painted Fern,Athyrium niponicum Pictum
P1304,양치 Fern,참새발고사리,Lady Fern,Athyrium filix-femina
P1305,양치 Fern,석위,Felt Fern,Pyrrosia lingua
P1306,양치 Fern,줄고사리,Sword Fern,Nephrolepis cordifolia
P1307,양치 Fern,더피고사리,Duffii Fern,Nephrolepis Duffii
P1308,양치 Fern,크로커다일펀,Crocodile Fern,Microsorum musifolium
P1309,양치 Fern,박쥐란 슈퍼범,Staghorn Fern,Platycerium superbum
P1310,양치 Fern,고사리,Bracken,Pteridium aquilinum
P1311,양치 Fern,우드워디아,Chain Fern,Woodwardia japonica
P1312,야자 Palm,대나무야자,Bamboo Palm,Chamaedorea seifrizii
P1313,야자 Palm,종려죽,Slender Lady Palm,Rhapis humilis
P1314,야자 Palm,트리아나이야자,Triangle Palm,Dypsis decaryi
P1315,야자 Palm,부채야자,Chinese Fan Palm,Livistona chinensis
P1316,야자 Palm,실야자,Windmill Palm,Trachycarpus fortunei
P1317,야자 Palm,보틀야자,Bottle Palm,Hyophorbe lagenicaulis
P1318,야자 Palm,크리스마스야자,Christmas Palm,Adonidia merrillii
P1319,야자 Palm,코코넛야자,Coconut Palm,Cocos nucifera
P1320,야자 Palm,멕시코소철,Dioon,Dioon edule
P1321,덩굴 Vine,중국등나무,Chinese Wisteria,Wisteria sinensis
P1322,덩굴 Vine,으아리,Korean Clematis,Clematis terniflora
P1323,덩굴 Vine,미국능소화,Trumpet Vine,Campsis radicans
P1324,덩굴 Vine,붉은인동,Trumpet Honeysuckle,Lonicera sempervirens
P1325,덩굴 Vine,개머루,Porcelain Berry,Ampelopsis glandulosa
P1326,덩굴 Vine,미국담쟁이,Virginia Creeper,Parthenocissus quinquefolia
P1327,덩굴 Vine,멀꿀,Stauntonia,Stauntonia hexaphylla
P1328,덩굴 Vine,백화등,Star Jasmine,Trachelospermum jasminoides
P1329,덩굴 Vine,호박덩굴,Ornamental Gourd,Cucurbita pepo Ornamental
P1330,덩굴 Vine,여주,Bitter Melon,Momordica charantia
P1331,대나무 Bamboo,솜대,Henon Bamboo,Phyllostachys nigra Henonis
P1332,대나무 Bamboo,섬조릿대,Kuma Bamboo,Sasa veitchii
P1333,대나무 Bamboo,무늬조릿대,Dwarf Whitestripe Bamboo,Pleioblastus variegatus
P1334,대나무 Bamboo,해장죽,Male Bamboo,Arundinaria simonii
P1335,식충 Carnivorous,노랑사라세니아,Yellow Pitcher Plant,Sarracenia flava
P1336,식충 Carnivorous,다링토니아,Cobra Lily,Darlingtonia californica
P1337,식충 Carnivorous,세팔로투스,Albany Pitcher Plant,Cephalotus follicularis
P1338,식충 Carnivorous,헬리암포라,Sun Pitcher,Heliamphora nutans
P1339,식충 Carnivorous,비블리스,Rainbow Plant,Byblis liniflora
P1340,식충 Carnivorous,드로소필룸,Portuguese Sundew,Drosophyllum lusitanicum
P1341,식충 Carnivorous,무늬파리지옥,Red Dragon Flytrap,Dionaea muscipula Akai Ryu
P1342,과실수 Fruit,라즈베리,Raspberry,Rubus idaeus
P1343,과실수 Fruit,복분자,Korean Black Raspberry,Rubus coreanus
P1344,과실수 Fruit,블랙베리,Blackberry,Rubus fruticosus
P1345,과실수 Fruit,구스베리,Gooseberry,Ribes uva-crispa
P1346,과실수 Fruit,커런트,Red Currant,Ribes rubrum
P1347,과실수 Fruit,보리수열매,Goumi Berry,Elaeagnus multiflora Fruit
P1348,과실수 Fruit,아로니아,Chokeberry,Aronia melanocarpa
P1349,과실수 Fruit,산돌배,Ussurian Pear,Pyrus ussuriensis
P1350,과실수 Fruit,꾸지뽕나무,Silkworm Thorn,Maclura tricuspidata
P1351,과실수 Fruit,뽕나무,White Mulberry,Morus alba
